quality,Prediction,index,Alcohol Imp,Chlorides Imp,Citric Acid Imp,Density Imp,Fixed Acidity Imp,Free Sulfur Dioxide Imp,Ph Imp,Residual Sugar Imp,Sulphates Imp,Total Sulfur Dioxide Imp,Volatile Acidity Imp,top_features,Alcohol,Chlorides,Citric Acid,Density,Fixed Acidity,Free Sulfur Dioxide,Ph,Residual Sugar,Sulphates,Total Sulfur Dioxide,Volatile Acidity
6,5.48,1274,-0.28273776,-0.039937858,-0.06747796,-0.0024845048,-0.07189089,0.08949749,-0.02638154,0.21035868,0.03535351,-0.06086667,-0.18487503,<neg_highlight>Alcohol</neg_highlight> <pos_highlight>Residual Sugar</pos_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Fixed Acidity</neg_highlight> <neg_highlight>Citric Acid</neg_highlight>,9.4,0.048,0.56,0.9993,8.4,55.0,3.07,13.8,0.58,190.0,0.35
6,5.49,1275,-0.24439879,-0.088049226,0.086443886,-0.022235812999999997,0.023561625,-0.08403013,-0.03468744,-0.093666755,-0.02893699,0.019944655,0.08177046,<neg_highlight>Alcohol</neg_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Chlorides</neg_highlight> <pos_highlight>Citric Acid</pos_highlight> <neg_highlight>Free Sulfur Dioxide</neg_highlight> <pos_highlight>Volatile Acidity</pos_highlight>,9.2,0.064,0.27,0.9938,6.2,20.0,3.22,1.5,0.46,132.0,0.22
7,6.02,1276,-0.2145264,-0.00035306998,0.005731346,-0.030385641,-0.009780364,0.06732706,-0.033289745,0.17473793,0.13434611,-0.017588133,0.07082465,<neg_highlight>Alcohol</neg_highlight> <pos_highlight>Residual Sugar</pos_highlight> <pos_highlight>Sulphates</pos_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Ph</neg_highlight>,8.6,0.044000000000000004,0.42,1.0003,8.0,45.0,3.21,14.6,0.69,163.0,0.22
5,5.36,1277,-0.30897504,0.0021788289999999997,0.08096936,-0.056213177999999996,-0.026646697999999996,-0.06152734,-0.024216564,0.0469331,-0.025850043,0.010590863,-0.15628955,<neg_highlight>Alcohol</neg_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Citric Acid</pos_highlight> <neg_highlight>Free Sulfur Dioxide</neg_highlight> <neg_highlight>Density</neg_highlight> <pos_highlight>Residual Sugar</pos_highlight>,9.4,0.04,0.29,0.9966,7.6,21.0,3.04,10.5,0.35,145.0,0.31
6,5.44,1278,0.049144045,-0.13129613,0.041785933,-0.034269363,0.013954511999999999,-0.45628405,0.046471868,0.02234658,-0.020318133999999998,0.024398426,0.0025605788000000003,<neg_highlight>Free Sulfur Dioxide</neg_highlight> <neg_highlight>Chlorides</neg_highlight> <pos_highlight>Alcohol</pos_highlight> <pos_highlight>Ph</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <neg_highlight>Density</neg_highlight>,10.8,0.083,0.36,0.9942,7.0,10.0,3.33,4.9,0.37,133.0,0.24
6,5.76,1279,-0.103524014,0.08392341,0.042001172999999996,0.015024105,0.0254072,-0.15708637,0.027982121000000002,-0.059828635,0.043015443,0.02137215,-0.058619857000000004,<neg_highlight>Free Sulfur Dioxide</neg_highlight> <neg_highlight>Alcohol</neg_highlight> <pos_highlight>Chlorides</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Sulphates</pos_highlight>,10.5,0.025,0.3,0.9928,6.6,14.0,3.29,1.9,0.62,153.0,0.27
6,6.55,1280,0.4403815,0.04156958,-0.0065829619999999995,0.016584687,-0.026768202,0.10316811,-0.0663259,-0.06792025,0.102120176,0.02274486,0.114979126,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Sulphates</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Ph</neg_highlight>,12.5,0.026000000000000002,0.41,0.991,7.8,29.0,3.02,1.7,0.78,140.0,0.16
7,6.43,1281,0.54883695,0.06391496,0.045280453,0.01665894,-0.025721672999999997,0.06343087,-0.05640136,-0.061041944,-0.0040630773,-0.010264754000000001,-0.03057489,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Ph</neg_highlight> <pos_highlight>Citric Acid</pos_highlight>,12.1,0.027999999999999997,0.34,0.9911,7.7,26.0,2.99,1.8,0.48,168.0,0.27
5,5.16,1282,-0.3537554,0.02296946,-0.20123981,-0.05475749,0.011163896999999999,0.0632909,-0.04272106,0.034297284,-0.029211077999999998,-0.0046058763,-0.16255756,<neg_highlight>Alcohol</neg_highlight> <neg_highlight>Citric Acid</neg_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Density</neg_highlight> <neg_highlight>Ph</neg_highlight>,8.7,0.039,0.74,0.9977,7.4,51.0,3.02,10.7,0.43,147.0,0.31
8,6.92,1283,0.675991,0.07556249,0.049917567999999995,0.020304497,-0.024343873999999998,0.098988354,-0.030222517999999997,0.06985785,0.12484987,0.018172018,-0.03366981,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Sulphates</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Residual Sugar</pos_highlight> <pos_highlight>Citric Acid</pos_highlight>,12.7,0.026000000000000002,0.36,0.9927,8.0,50.0,3.07,8.8,0.25,151.0,0.45
7,6.43,1284,0.54883695,0.06391496,0.045280453,0.01665894,-0.025721672999999997,0.06343087,-0.05640136,-0.061041944,-0.0040630773,-0.010264754000000001,-0.03057489,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Ph</neg_highlight> <pos_highlight>Citric Acid</pos_highlight>,12.1,0.027999999999999997,0.34,0.9911,7.7,26.0,2.99,1.8,0.48,168.0,0.27
6,6.55,1285,0.4403815,0.04156958,-0.0065829619999999995,0.016584687,-0.026768202,0.10316811,-0.0663259,-0.06792025,0.102120176,0.02274486,0.114979126,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Sulphates</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Ph</neg_highlight>,12.5,0.026000000000000002,0.41,0.991,7.8,29.0,3.02,1.7,0.78,140.0,0.16
7,6.23,1286,0.13867784,-0.04341958,0.062188197,0.014535672,0.027895417000000002,0.08670912,-0.031000016000000002,-0.06486713,-0.034908794,0.023307854,0.17134193,<pos_highlight>Volatile Acidity</pos_highlight> <pos_highlight>Alcohol</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <pos_highlight>Citric Acid</pos_highlight> <neg_highlight>Chlorides</neg_highlight>,11.4,0.05,0.29,0.9912,6.6,40.0,3.06,1.8,0.44,147.0,0.16
7,6.42,1287,0.5837456999999999,0.07073109,-0.012351825,0.018578703000000002,-0.2237285,0.11289038,-0.070505135,-0.084777005,0.07542894,0.03770849,0.03397758,<pos_highlight>Alcohol</pos_highlight> <neg_highlight>Fixed Acidity</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <pos_highlight>Sulphates</pos_highlight> <pos_highlight>Chlorides</pos_highlight>,12.9,0.032,0.4,0.9907,8.3,35.0,3.02,1.6,0.6,110.0,0.21
7,6.68,1288,0.74393857,0.07365745,0.03763415,0.016968586,0.006748535999999999,0.089568116,-0.045155358,-0.08642378,-0.0068234503000000005,0.029492361,-0.061520584,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <pos_highlight>Chlorides</pos_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <neg_highlight>Ph</neg_highlight>,12.8,0.028999999999999998,0.33,0.9902,7.2,29.0,3.15,1.4,0.51,109.0,0.32
6,6.26,1289,0.1460881,0.060207095,0.0375423,0.025155237,0.037950836,-0.09443612,0.11317227,-0.05646616,-0.028009347999999996,0.01838492,0.11906273,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <pos_highlight>Ph</pos_highlight> <neg_highlight>Free Sulfur Dioxide</neg_highlight> <pos_highlight>Chlorides</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight>,11.2,0.034,0.3,0.992,6.6,15.0,3.38,1.6,0.44,78.0,0.16
6,5.68,1290,-0.18856546,0.052305332999999996,0.05795487,-0.038758095,-0.10131564,-0.09882655,-0.026627116,-0.11789189,-0.01143233,0.011396243,0.26094973,<pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Alcohol</neg_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Fixed Acidity</neg_highlight> <neg_highlight>Free Sulfur Dioxide</neg_highlight> <pos_highlight>Citric Acid</pos_highlight>,9.7,0.033,0.33,0.9940000000000001,8.4,16.0,3.14,1.5,0.42,98.0,0.16
6,5.75,1291,-0.27350202,0.05308706,0.06952152,-0.044924676,-0.00838745,0.07120606,-0.035915494,0.0031738853999999997,0.033853095,-0.07777354,0.07915205,<neg_highlight>Alcohol</neg_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Total Sulfur Dioxide</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <pos_highlight>Chlorides</pos_highlight>,9.7,0.038,0.32,0.9966,7.5,54.0,3.04,9.2,0.56,191.0,0.23
6,5.99,1292,-0.13002251,0.040553752,0.040373374,0.016133882,0.031396497,-0.12839945,0.11972333,-0.14308457,0.00571021,0.023856202000000003,0.23711276,<pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Alcohol</neg_highlight> <neg_highlight>Free Sulfur Dioxide</neg_highlight> <pos_highlight>Ph</pos_highlight> <pos_highlight>Chlorides</pos_highlight>,10.3,0.037000000000000005,0.3,0.993,6.2,14.0,3.5,1.1,0.54,79.0,0.17
4,5.27,1293,0.14459585,0.06141443,-0.111896545,0.025757382000000002,0.006113995,-0.6489313,-0.05075016,0.019803522,-0.016968038,0.03070746,-0.06865856,<neg_highlight>Free Sulfur Dioxide</neg_highlight> <pos_highlight>Alcohol</pos_highlight> <neg_highlight>Citric Acid</neg_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Chlorides</pos_highlight> <neg_highlight>Ph</neg_highlight>,11.6,0.03,0.22,0.993,6.9,10.0,3.0,4.3,0.87,102.0,0.39
4,5.28,1294,0.14459585,0.06141443,-0.10716169,0.025757382000000002,0.006113995,-0.64751685,-0.05075016,0.019803522,-0.016968038,0.03070746,-0.06099857400000001,<neg_highlight>Free Sulfur Dioxide</neg_highlight> <pos_highlight>Alcohol</pos_highlight> <neg_highlight>Citric Acid</neg_highlight> <pos_highlight>Chlorides</pos_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <neg_highlight>Ph</neg_highlight>,11.6,0.031,0.22,0.993,6.9,10.0,3.0,4.2,0.86,102.0,0.41
6,5.75,1295,-0.27350202,0.05308706,0.06952152,-0.044924676,-0.00838745,0.07120606,-0.035915494,0.0031738853999999997,0.033853095,-0.07777354,0.07915205,<neg_highlight>Alcohol</neg_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Total Sulfur Dioxide</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <pos_highlight>Chlorides</pos_highlight>,9.7,0.038,0.32,0.9966,7.5,54.0,3.04,9.2,0.56,191.0,0.23
6,6.2,1296,0.22271712,-0.017722705,0.038065776,-0.017240228,-0.01902831,0.09560812,0.060703702000000005,0.033811036,-0.03255474,0.025466245,-0.06750559,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Ph</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <pos_highlight>Residual Sugar</pos_highlight>,10.9,0.045,0.33,0.9942,7.5,30.0,3.32,5.0,0.44,131.0,0.38
7,6.64,1297,0.66900945,-0.013250856,-0.0037962829999999997,0.029067113999999998,0.016837709,0.10231643,-0.035181582,0.05076232,-0.029365331,0.03905141,-0.06463759,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Residual Sugar</pos_highlight> <pos_highlight>Total Sulfur Dioxide</pos_highlight> <neg_highlight>Ph</neg_highlight>,12.6,0.045,0.38,0.9925,7.3,29.0,3.19,6.8,0.37,122.0,0.42
6,6.63,1298,0.5847458999999999,-0.0012241292,0.027974872,0.028542336,0.015819687,0.10383674,0.061555408,0.029437368999999998,-0.027009862000000003,-0.005284856,-0.06622437,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Ph</pos_highlight> <pos_highlight>Residual Sugar</pos_highlight> <pos_highlight>Density</pos_highlight>,12.4,0.04,0.39,0.9925,7.3,45.0,3.3,5.2,0.47,163.0,0.34
5,6.25,1299,0.20880096,0.012183359,0.06460805,0.024110666,-0.01966921,0.08896953,-0.040201437,0.03462506,-0.020080056000000002,-0.0040301513,0.02274614,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <neg_highlight>Ph</neg_highlight> <pos_highlight>Residual Sugar</pos_highlight> <pos_highlight>Density</pos_highlight>,11.5,0.042,0.28,0.9928,7.8,45.0,2.96,4.75,0.4,166.0,0.23
6,5.62,1300,-0.14999892,0.0052399323,0.0018336825,-0.017868413,-0.12670392,0.09194987,-0.039865732,0.025836147,-0.045278374,-0.0036996831,5.1192837e-05,<neg_highlight>Alcohol</neg_highlight> <neg_highlight>Fixed Acidity</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Sulphates</neg_highlight> <neg_highlight>Ph</neg_highlight> <pos_highlight>Residual Sugar</pos_highlight>,10.2,0.045,0.38,0.995,9.0,52.0,2.93,5.9,0.35,159.0,0.245
5,6.22,1301,0.14521322,0.09112798,0.017389506000000002,-0.017829102,0.014312732,0.08400501,-0.044819374,0.04114602,-0.028170222,-0.059354015,0.10282071,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Total Sulfur Dioxide</neg_highlight> <neg_highlight>Ph</neg_highlight>,11.4,0.032,0.4,0.9939,6.9,51.0,3.22,7.7,0.27,176.0,0.2
6,5.95,1302,-0.24445798,-0.0738639,0.032892965,-0.049486995,0.022177197000000003,0.06529198,0.056137900000000004,-0.02367983,-0.024109827,-0.002541645,0.31748816,<pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Alcohol</neg_highlight> <neg_highlight>Chlorides</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Ph</pos_highlight> <neg_highlight>Density</neg_highlight>,9.6,0.067,0.42,0.9958,7.4,39.0,3.3,6.4,0.33,212.0,0.19
6,6.06,1303,-0.11349417,0.050244185999999996,0.05278848,-0.025052322000000002,-0.025582165,0.07339173,-0.039600092999999996,0.0349104,-0.026521017999999997,-0.0054291096,0.20625699,<pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Alcohol</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <neg_highlight>Ph</neg_highlight>,10.3,0.035,0.36,0.9952,8.2,60.0,3.05,8.1,0.3,163.0,0.2
5,4.69,1304,-0.3234665,0.04735617,-0.11629589,-0.01781169,-0.011884664,0.061561275,-0.081514575,0.018273648,-0.025981145,-0.09672064,-0.6422167,<neg_highlight>Volatile Acidity</neg_highlight> <neg_highlight>Alcohol</neg_highlight> <neg_highlight>Citric Acid</neg_highlight> <neg_highlight>Total Sulfur Dioxide</neg_highlight> <neg_highlight>Ph</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight>,9.3,0.038,0.71,1.0,8.0,61.0,2.95,17.35,0.75,228.0,0.59
7,6.0,1305,0.022830488,-0.05271998,0.018204838,-0.043923332999999995,-0.052116922999999996,-0.119857915,0.08600803,-0.06787571,0.007956003,0.019932972,0.3014122,<pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Free Sulfur Dioxide</neg_highlight> <pos_highlight>Ph</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Chlorides</neg_highlight> <neg_highlight>Fixed Acidity</neg_highlight>,10.7,0.05,0.45,0.9948,7.9,17.0,3.33,1.8,0.49,114.0,0.14
8,6.64,1306,0.7151824999999999,-0.030361295,-0.0039417846000000005,0.01838801,0.009575778,0.10136924,-0.04201373,-0.03830789,-0.005337181,0.036361042,-0.0016763624,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Ph</neg_highlight> <neg_highlight>Residual Sugar</neg_highlight> <pos_highlight>Total Sulfur Dioxide</pos_highlight> <neg_highlight>Chlorides</neg_highlight>,12.8,0.047,0.4,0.99,6.8,34.0,3.13,1.8,0.49,105.0,0.24
5,5.24,1307,-0.28112796,-0.03412898,-0.042046662,-0.0688807,-0.2984248,-0.10460016,-0.045977857000000004,-0.13158816,0.046460695999999996,0.015926454,0.30451006,<pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Fixed Acidity</neg_highlight> <neg_highlight>Alcohol</neg_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Free Sulfur Dioxide</neg_highlight> <neg_highlight>Density</neg_highlight>,9.5,0.049,0.59,0.9958,9.7,23.0,2.98,1.5,0.62,142.0,0.14
6,5.62,1308,-0.029917408,-0.035166777999999996,-0.096029,-0.030546088,-0.16708769,-0.0795822,-0.027708603,-0.07836239999999998,-0.008449523,-0.0056623016,0.29937670000000005,<pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Fixed Acidity</neg_highlight> <neg_highlight>Citric Acid</neg_highlight> <neg_highlight>Free Sulfur Dioxide</neg_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Chlorides</neg_highlight>,10.4,0.046,0.68,0.9948,9.2,22.0,3.02,1.6,0.45,130.0,0.15
6,5.51,1309,-0.08408672,-0.03482437,-0.034530893,-0.011228365,-0.25126806,-0.16547379999999998,-0.050113004,-0.082524076,0.042277567,0.02343598,0.27564928,<pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Fixed Acidity</neg_highlight> <neg_highlight>Free Sulfur Dioxide</neg_highlight> <neg_highlight>Alcohol</neg_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Ph</neg_highlight>,10.3,0.049,0.55,0.9949,9.4,14.0,3.02,1.6,0.61,94.0,0.17
6,5.45,1310,-0.31450084,0.013645293999999999,-0.15640321,-0.06955268,0.01259046,0.08659562,0.08312158,0.091647826,-0.042166825,0.027551236,-0.15741509,<neg_highlight>Alcohol</neg_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <neg_highlight>Citric Acid</neg_highlight> <pos_highlight>Residual Sugar</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Ph</pos_highlight>,9.9,0.040999999999999995,0.08,0.997,5.2,37.0,3.46,13.5,0.39,142.0,0.365
6,6.07,1311,0.03285963,0.06136636400000001,-0.107685596,0.027131312,0.014476359,0.09307979,-0.041550792999999996,0.024635734,-0.011013275,0.038319852,0.05824572,<neg_highlight>Citric Acid</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Ph</neg_highlight> <pos_highlight>Total Sulfur Dioxide</pos_highlight>,10.7,0.039,0.22,0.9927,6.3,37.0,3.23,3.75,0.5,116.0,0.23
5,5.27,1312,-0.045306875999999996,0.013168963999999998,-0.041635424,-0.013208939,-0.21360615,-0.12420332,-0.057544313,-0.11768271,-0.013493489499999999,-0.00015456085,0.0029103302,<neg_highlight>Fixed Acidity</neg_highlight> <neg_highlight>Free Sulfur Dioxide</neg_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Ph</neg_highlight> <neg_highlight>Alcohol</neg_highlight> <neg_highlight>Citric Acid</neg_highlight>,10.5,0.04,0.54,0.9938,9.6,16.0,2.94,1.3,0.43,160.0,0.25
5,4.83,1313,-0.3065624,-0.049047272999999995,0.007991239,-0.02732167,-0.17771018,-0.12967452,-0.03324397,-0.13157146,0.015916478,-0.054307617,-0.15833849,<neg_highlight>Alcohol</neg_highlight> <neg_highlight>Fixed Acidity</neg_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Free Sulfur Dioxide</neg_highlight> <neg_highlight>Total Sulfur Dioxide</neg_highlight>,9.6,0.046,0.42,0.9949,9.2,14.0,3.08,1.3,0.48,186.0,0.32
6,5.41,1314,-0.34829864,0.0006266856,0.015799291,-0.020316122,0.014536221499999998,0.06324602,-0.031282406,0.015378943,-0.019737735,-0.007743595,-0.15063949,<neg_highlight>Alcohol</neg_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Ph</neg_highlight> <neg_highlight>Density</neg_highlight> <neg_highlight>Sulphates</neg_highlight>,9.3,0.04,0.4,0.9953,6.4,46.0,3.15,6.2,0.46,169.0,0.31
6,5.89,1315,-0.19907911,-0.0075750966,0.050320707,-0.062427767,-0.025075557000000002,0.06680844,-0.0143764075,0.023734735,-0.024375629,-0.00695684,0.21535043,<pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Alcohol</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Density</neg_highlight> <pos_highlight>Citric Acid</pos_highlight> <neg_highlight>Fixed Acidity</neg_highlight>,10.0,0.044000000000000004,0.36,0.997,8.1,63.0,3.1,9.7,0.46,162.0,0.2
6,6.1,1316,0.23677965,0.0926172,-0.015410799,0.013427191000000002,-0.024638068,0.10250172,-0.051415674,-0.060644295,-0.023647052999999998,-0.04157478,-0.0070927707,<pos_highlight>Alcohol</pos_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Chlorides</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Ph</neg_highlight> <neg_highlight>Total Sulfur Dioxide</neg_highlight>,11.2,0.026000000000000002,0.26,0.9932,7.9,40.0,3.04,2.0,0.39,190.0,0.255
5,6.05,1317,0.009277564,0.045019288,0.039089214,0.009133222,0.014512213000000001,-0.10705516,0.0792733,-0.06492995,0.036740325,-0.09258895,0.2031693,<pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Free Sulfur Dioxide</neg_highlight> <neg_highlight>Total Sulfur Dioxide</neg_highlight> <pos_highlight>Ph</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <pos_highlight>Chlorides</pos_highlight>,10.8,0.039,0.34,0.9927,7.0,21.0,3.32,1.4,0.62,177.0,0.15
6,6.13,1318,-0.10278227,6.4436954e-06,0.036088813,0.021607583,0.017709396999999998,0.016512781,0.0888785,-0.12731501,-0.006113229,0.03136619,0.27871525,<pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <neg_highlight>Alcohol</neg_highlight> <pos_highlight>Ph</pos_highlight> <pos_highlight>Citric Acid</pos_highlight> <pos_highlight>Total Sulfur Dioxide</pos_highlight>,10.3,0.044000000000000004,0.31,0.9932,6.4,25.0,3.54,1.1,0.51,96.0,0.15
5,5.5,1319,-0.30530608,0.043606400000000003,-0.048281778,-0.02864817,0.01003601,0.06525242,-0.043998502,0.0074905003,-0.014881758,-0.058074035,-0.004229067,<neg_highlight>Alcohol</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <neg_highlight>Total Sulfur Dioxide</neg_highlight> <neg_highlight>Citric Acid</neg_highlight> <neg_highlight>Ph</neg_highlight> <pos_highlight>Chlorides</pos_highlight>,8.8,0.038,0.53,0.9955,6.4,59.0,3.03,6.6,0.42,234.0,0.25
6,5.68,1320,0.49757883,0.012588008999999999,0.0058531505,0.015200944,-0.056260305999999996,-0.77422494,-0.047792707000000004,-0.08853054,0.07706244,0.02372776,0.13286869,<neg_highlight>Free Sulfur Dioxide</neg_highlight> <pos_highlight>Alcohol</pos_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight> <pos_highlight>Sulphates</pos_highlight> <neg_highlight>Fixed Acidity</neg_highlight>,12.8,0.044000000000000004,0.42,0.9914,7.6,6.0,3.04,1.5,0.74,114.0,0.19
6,6.48,1321,0.73493654,0.08409269,-0.0018709743,0.027662689,-0.021420809,-0.14606535,-0.044002282999999996,0.040563207000000004,-0.017626446,0.022979998999999997,-0.07343374,<pos_highlight>Alcohol</pos_highlight> <neg_highlight>Free Sulfur Dioxide</neg_highlight> <pos_highlight>Chlorides</pos_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <neg_highlight>Ph</neg_highlight> <pos_highlight>Residual Sugar</pos_highlight>,13.2,0.027999999999999997,0.37,0.991,7.3,17.0,3.23,4.6,0.43,114.0,0.43
6,5.82,1322,-0.26867270000000004,0.052438307999999996,0.06406186,0.012125428999999998,0.06584146,0.05277416,0.14706111,-0.1860933,0.09198916,0.038314233999999996,-0.12799169999999999,<neg_highlight>Alcohol</neg_highlight> <neg_highlight>Residual Sugar</neg_highlight> <pos_highlight>Ph</pos_highlight> <neg_highlight>Volatile Acidity</neg_highlight> <pos_highlight>Sulphates</pos_highlight> <pos_highlight>Fixed Acidity</pos_highlight>,10.1,0.037000000000000005,0.3,0.992,5.1,28.0,3.54,0.9,0.56,152.0,0.31
5,6.2,1323,0.17819865,-0.1355954,-0.02961698,0.028754704,0.026911646,0.10623585,0.09070841,-0.045613203,0.030403007000000003,-0.024061482000000002,0.100217424,<pos_highlight>Alcohol</pos_highlight> <neg_highlight>Chlorides</neg_highlight> <pos_highlight>Free Sulfur Dioxide</pos_highlight> <pos_highlight>Volatile Acidity</pos_highlight> <pos_highlight>Ph</pos_highlight> <neg_highlight>Residual Sugar</neg_highlight>,11.0,0.09300000000000001,0.26,0.9924,6.2,40.0,3.44,1.7,0.66,161.0,0.2
