index,Churn,Prediction,Probability,Monthlycharges Imp,Totalcharges Imp,Tenure Imp,Internetservice Fiber Optic Imp,Longtermcustomer Yes Imp,top_features,Monthlycharges,Totalcharges,Tenure,Internetservice Fiber Optic,Longtermcustomer Yes
75,0,0.0,0.01,-1.0287671,-0.3981699,-0.09819428,0.1189853,-1.5812386,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Tenure</neg_highlight>,110.5,6139.5,56,1,1
76,0,0.0,0.02,-0.49984118,-0.6128332,-0.19040014,-0.13507839,-1.4277627,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,55.65,2688.85,46,0,1
77,0,0.0,0.26,-0.42617829999999995,0.22387202,-0.012600076000000002,-0.40373287,0.7936641999999999,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight> <neg_highlight>Tenure</neg_highlight>,54.65,482.25,8,0,0
78,0,0.0,0.14,-0.30872706,-0.10525336,-0.5420972,-0.33960465,0.72874254,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Totalcharges</neg_highlight>,74.75,2111.3,30,0,0
79,0,0.0,0.02,-0.42592174,-0.3224103,-0.1803217,-0.13034475,-1.647201,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,25.9,1216.6,45,0,1
80,1,1.0,0.78,0.41173679999999996,0.27406690000000006,0.5549155,0.33317214,0.9281226,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Totalcharges</pos_highlight>,79.35,79.35,1,1,0
81,0,0.0,0.25,-0.42617829999999995,0.16726796,-0.022480332999999998,-0.40373287,0.7936641999999999,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight> <neg_highlight>Tenure</neg_highlight>,50.55,565.35,11,0,0
82,1,1.0,0.59,-0.20795187,0.2785542,0.13939637,0.38960722,0.9761509,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Tenure</pos_highlight>,75.15,496.9,7,1,0
83,0,0.0,0.19,0.6058522,-1.1657621999999999,-0.48940617,0.19570215,0.63559544,<neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight>,103.8,4327.5,42,1,0
84,0,0.0,0.02,-0.90485245,-0.02653709,-0.12511367,-0.13034475,-1.5372052999999999,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Totalcharges</neg_highlight>,20.15,973.35,49,0,1
85,0,1.0,0.69,0.6750510999999999,-0.07309787,0.09236264,0.38231403,0.9438733,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Totalcharges</neg_highlight>,99.3,918.75,9,1,0
86,0,0.0,0.01,-0.6475958,-0.38279852,-0.3249546,-0.167979,-1.6756752000000001,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,62.15,2215.45,35,0,1
87,0,0.0,0.02,-0.9604712,0.01638321,-0.12511367,-0.13034475,-1.4229441999999999,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,20.65,1057.0,48,0,1
88,0,0.0,0.02,-0.90485245,-0.14052284,-0.12511367,-0.13034475,-1.4232194,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Tenure</neg_highlight>,19.95,927.1,46,0,1
89,0,0.0,0.27,0.32587755,0.042849767999999996,-0.57080156,-0.26770532,0.6987412,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,33.75,1009.25,29,0,0
90,0,0.0,0.35,0.39651304,-0.13683042,-0.6452384,0.28572246,0.70406586,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Totalcharges</neg_highlight>,82.05,2570.2,30,1,0
91,0,1.0,0.68,-0.20291497,0.2238375,0.5549155,0.33317214,1.0427232,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <neg_highlight>Monthlycharges</neg_highlight>,74.7,74.7,1,1,0
92,0,0.0,0.04,0.15610087,-0.44204944,0.043346204000000006,-0.15513283,-1.5212867,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Tenure</pos_highlight>,84.0,5714.25,66,0,1
93,0,0.0,0.17,-1.0750111,-0.15645933,-0.16267484,0.19570215,0.82185894,<neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Totalcharges</neg_highlight>,111.05,7107.0,65,1,0
94,0,0.0,0.02,0.22216992,-0.15221378,-0.84207165,0.1189853,-1.8730881999999998,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight>,100.9,7459.05,72,1,1
95,1,1.0,0.63,0.34477199999999997,0.05174538,0.1295161,0.38960722,0.8445374,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Totalcharges</pos_highlight>,78.95,927.35,12,1,0
96,0,0.0,0.02,-0.66981894,0.017541578000000002,-0.8597243,-0.14600533,-1.2382784,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,66.85,4748.7,71,0,1
97,1,0.0,0.23,-0.86895084,0.18255158,0.28033850000000005,-0.34327784,0.755546,<neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Totalcharges</pos_highlight>,21.05,113.85,5,0,0
98,0,0.0,0.03,-0.65035456,0.27666718,-0.16858277,-0.13034475,-1.6403058000000001,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Totalcharges</pos_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,21.0,1107.2,52,0,1
99,1,1.0,0.55,0.61450976,-0.06947189599999999,-0.29319632,0.2802466,0.89562935,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Totalcharges</neg_highlight>,98.5,2514.5,25,1,0
100,0,0.0,0.19,-1.3778721999999999,0.40500143,0.29798815,-0.33105674,0.7509585999999999,<neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Tenure</pos_highlight>,20.2,20.2,1,0,0
101,0,0.0,0.28,-1.1857524,0.7067357,0.30967376,-0.33105674,0.75966495,<neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Tenure</pos_highlight>,19.45,19.45,1,0,0
102,0,0.0,0.03,0.23193051,-1.0713232,-0.27122609999999997,0.1189853,-1.3917639,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight>,95.0,3605.6,38,1,1
103,0,0.0,0.08,0.35327208,-0.30859184,0.25701165,-0.068335526,-1.4791651000000001,<neg_highlight>Longtermcustomer Yes</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,45.55,3027.25,66,0,1
104,1,0.0,0.11,0.019047523,0.1477899,0.42643690000000006,0.1189853,-1.5812386,<neg_highlight>Longtermcustomer Yes</neg_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight>,110.0,7611.85,68,1,1
105,0,0.0,0.22,-0.89734596,0.14656167,0.28033850000000005,-0.34327784,0.755546,<neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Totalcharges</pos_highlight>,24.3,100.2,5,0,0
106,0,0.0,0.02,0.25635624,-0.13086453,-0.84207165,0.1189853,-1.9286238000000002,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight>,104.15,7303.05,72,1,1
107,0,0.0,0.05,0.24558342,0.0005621521,-0.3812953,-0.10520722,-1.4843242,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,30.15,927.65,32,0,1
108,0,0.0,0.03,0.14434779999999997,-1.0713232,-0.28375944,0.1189853,-1.291648,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight>,94.35,3921.3,43,1,1
109,0,0.0,0.02,-0.098458454,-0.04405246,-0.6362392,-0.13034475,-1.5569354,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Totalcharges</neg_highlight>,19.4,1363.25,72,0,1
110,1,1.0,0.67,0.5969081,-0.30899826,0.6584151999999999,0.19570215,0.7694772,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight>,96.75,5238.9,55,1,0
111,0,0.0,0.02,-0.51314485,-0.4572209,-0.1845828,-0.13507839,-1.4277627,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,57.95,3042.25,52,0,1
112,0,0.0,0.08,0.059766714000000006,-1.4879524,-0.5805826,0.19570215,0.6472384,<neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight>,91.65,3954.1,43,1,0
113,1,0.0,0.26,0.36029738,-0.5495644000000001,-0.45090792,0.21037175,0.5865999,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight>,76.5,2868.15,37,1,0
114,0,0.0,0.02,-0.63228625,-0.8351751000000001,0.11599471,-0.13507839,-1.4068402,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Tenure</pos_highlight>,54.6,3423.5,64,0,1
115,0,1.0,0.43,-0.7974934,-0.013581795,0.43089017,0.30134863,0.99314404,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Totalcharges</neg_highlight>,89.85,248.4,3,1,0
116,0,0.0,0.05,0.23313670000000003,0.08643833,-0.34452912,-0.10520722,-1.6810781000000004,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,31.05,1126.35,36,0,1
117,1,1.0,0.73,0.5690783,0.19877009,0.09236264,0.38231403,0.98431355,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Tenure</pos_highlight>,100.25,1064.65,10,1,0
118,0,0.0,0.02,-1.0455761000000001,-0.009438018000000001,-0.12511367,-0.13034475,-1.4135802,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Totalcharges</neg_highlight>,20.65,835.15,41,0,1
119,0,1.0,0.41,0.18916329999999998,-0.039922122000000004,-0.3822643,0.29491615,0.7936894,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Totalcharges</neg_highlight>,85.2,2151.6,27,1,0
120,0,0.0,0.04,0.333239,-0.45819902,-0.08315947,0.1189853,-1.8730881999999998,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Tenure</neg_highlight>,99.8,5515.45,56,1,1
121,0,0.0,0.11,-1.3234172,0.05762799,0.043497108,-0.38213423,0.7264206999999999,<neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Tenure</pos_highlight>,20.7,112.75,6,0,0
122,1,1.0,0.83,0.7005975,0.19196256,0.48683540000000003,0.36730736,1.0289986,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Totalcharges</pos_highlight>,74.4,229.55,3,1,0
123,0,0.0,0.24,-0.42617829999999995,0.036066305,0.04122078,-0.40373287,0.7936641999999999,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Totalcharges</pos_highlight>,50.7,350.35,7,0,0
124,0,0.0,0.13,-1.4326853000000002,0.09666974,0.25342122,-0.34327784,0.74606377,<neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Totalcharges</pos_highlight>,20.85,62.9,4,0,0
125,0,0.0,0.01,-0.9322539000000001,-0.3602772,-0.40087867,0.06031977,-1.4012594999999999,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight>,88.95,3027.65,33,1,1
126,1,1.0,0.47,0.41023248,0.051990524,-0.37401015,0.29491615,0.7149434,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <pos_highlight>Totalcharges</pos_highlight>,78.05,2135.5,27,1,0
127,0,0.0,0.01,-0.5268928,-0.16261968,-0.76100105,-0.13034475,-1.6863052,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,23.55,1723.95,72,0,1
128,0,0.0,0.28,-1.2334343,0.7544177,0.30967376,-0.33105674,0.75966495,<neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Tenure</pos_highlight>,19.75,19.75,1,0,0
129,0,0.0,0.01,-0.5318343000000001,-0.90976375,-0.82970536,-0.13507839,-1.4068402,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,56.45,3985.35,71,0,1
130,0,0.0,0.17,-1.0008758,-0.07000691,-0.34411440000000004,0.24059711,0.8101903,<neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Totalcharges</neg_highlight>,85.95,1215.65,13,1,0
131,1,0.0,0.16,-0.43907726,-0.14613625,-0.29071003,-0.30850136,0.7261767,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Totalcharges</neg_highlight>,58.6,1502.65,25,0,0
132,0,0.0,0.02,-0.6340764,-0.85726386,0.26321366,-0.13507839,-1.4068402,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,50.55,3260.1,67,0,1
133,1,1.0,0.68,0.6141964,0.24779138,0.52337044,-0.3059192,0.8821101999999998,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,35.45,35.45,1,0,0
134,1,1.0,0.58,0.20748381,0.25773418,0.5128804,-0.3059192,0.8821101999999998,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight>,44.35,81.25,2,0,0
135,0,0.0,0.02,-0.42592174,-0.3224103,-0.1803217,-0.13034475,-1.647201,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,25.7,1188.2,43,0,1
136,0,0.0,0.29,-0.29350471,-0.06484823,-0.42979386,0.28579167,0.8278636999999999,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Totalcharges</neg_highlight>,75.0,1778.5,23,1,0
137,0,0.0,0.03,-0.7076180999999999,-0.08334912,0.28012678,-0.13034475,-1.6267124,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Totalcharges</neg_highlight>,20.2,1277.75,64,0,1
138,0,0.0,0.03,-0.6653316999999999,0.0964032,0.2781114,-0.13034475,-1.7409736,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,19.6,1170.55,57,0,1
139,1,1.0,0.82,0.41267079999999995,0.35496053,0.59107554,0.33317214,1.0427232,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Tenure</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight>,70.45,70.45,1,1,0
140,0,0.0,0.01,-0.8603748999999999,-0.16043568,-0.7998134,-0.06797209,-1.5212867,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,88.05,6425.65,72,0,1
141,1,1.0,0.46,0.35364676,0.28374612,0.019089628,-0.42378733,0.8061381,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Tenure</pos_highlight>,71.15,563.65,8,0,0
142,0,0.0,0.04,0.22540386,-0.45816174,-0.077878274,0.1189853,-1.8730881999999998,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Tenure</neg_highlight>,101.05,5971.25,61,1,1
143,0,0.0,0.12,0.24281111,0.20839614,-0.09892946,0.1336549,-1.2232909,<neg_highlight>Longtermcustomer Yes</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Totalcharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Tenure</neg_highlight>,84.3,5289.05,64,1,1
144,0,0.0,0.01,-0.5268928,-0.16261968,-0.76100105,-0.13034475,-1.6863052,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,23.95,1756.2,71,0,1
145,0,0.0,0.04,0.32792053,-0.45816174,-0.077878274,0.1189853,-1.8730881999999998,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Internetservice Fiber Optic</pos_highlight> <neg_highlight>Tenure</neg_highlight>,99.05,6416.7,65,1,1
146,0,0.0,0.02,-1.206724,0.049278274000000004,0.1730887,-0.13672721,-1.5904315,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,19.6,61.35,3,0,1
147,1,1.0,0.68,0.6199183000000001,0.19922341,0.5339311999999999,-0.27997234,0.8821101999999998,<pos_highlight>Longtermcustomer Yes</pos_highlight> <pos_highlight>Monthlycharges</pos_highlight> <pos_highlight>Tenure</pos_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,45.65,45.65,1,0,0
148,0,0.0,0.01,-0.6475958,-0.41342574,-0.36172077,-0.167979,-1.6366901000000003,<neg_highlight>Longtermcustomer Yes</neg_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Totalcharges</neg_highlight> <neg_highlight>Tenure</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight>,64.5,1929.95,30,0,1
149,0,0.0,0.17,-0.51574224,0.04780704,-0.30318424,-0.33942340000000004,0.70484054,<pos_highlight>Longtermcustomer Yes</pos_highlight> <neg_highlight>Monthlycharges</neg_highlight> <neg_highlight>Internetservice Fiber Optic</neg_highlight> <neg_highlight>Tenure</neg_highlight> <pos_highlight>Totalcharges</pos_highlight>,69.5,1071.4,15,0,0
